Bo3g039340	Dof	AT2G46590.2	0.0	Dof family protein
Bo3g042120	bHLH	AT4G00050.1	1e-144	bHLH family protein
Bo3g062710	NAC	AT3G10480.1	0.0	NAC domain containing protein 50
Bo3g064920	NF-YC	AT3G12480.1	1e-142	nuclear factor Y, subunit C11
Bo3g065930	Trihelix	AT3G14180.1	0.0	sequence-specific DNA binding transcription factors
Bo3g068130	NF-YB	AT4G14540.1	2e-88	nuclear factor Y, subunit B3
Bo3g100860	WRKY	AT5G64810.1	1e-112	WRKY DNA-binding protein 51
Bo3g143600	VOZ	AT1G28520.2	0.0	vascular plant one zinc finger protein
Bo3g153150	bHLH	AT4G37850.1	1e-129	bHLH family protein
Bo3g153360	GRAS	AT4G37650.1	0.0	GRAS family protein
Bo3g184530	NF-YA	AT1G54160.1	1e-117	nuclear factor Y, subunit A5
Bo3g184540	WRKY	AT1G55600.1	4e-40	WRKY DNA-binding protein 10
Bo4g012620	LBD	AT2G40470.1	1e-123	LOB domain-containing protein 15
Bo4g026870	NF-YB	AT2G38880.2	8e-96	nuclear factor Y, subunit B1
Bo4g027280	WRKY	AT2G38470.1	0.0	WRKY DNA-binding protein 33
Bo4g039270	bHLH	AT2G34820.1	1e-119	bHLH family protein
Bo4g087160	GeBP	AT1G61730.1	1e-129	DNA-binding storekeeper protein-related transcriptional regulator
Bo4g104900	GRAS	AT3G60630.1	0.0	GRAS family protein
Bo4g108600	LBD	AT3G58190.1	1e-130	lateral organ boundaries-domain 29
Bo4g135860	SAP	AT5G35770.1	1e-22	SAP family protein
Bo4g139810	bHLH	AT3G26744.1	9e-52	bHLH family protein
Bo4g145800	bZIP	AT2G21230.1	0.0	bZIP family protein
Bo4g151030	bHLH	AT2G22770.1	1e-158	bHLH family protein
Bo4g151440	WRKY	AT2G23320.1	1e-162	WRKY DNA-binding protein 15
Bo4g182020	Trihelix	AT2G33550.1	1e-169	Trihelix family protein
Bo4g187060	Dof	AT2G37590.1	1e-156	DNA binding with one finger 2.4
Bo5g002850	NAC	AT1G01010.1	4e-99	NAC domain containing protein 1
Bo5g002860	NAC	AT1G01010.1	1e-151	NAC domain containing protein 1
Bo5g006980	bHLH	AT1G05805.1	1e-180	bHLH family protein
Bo5g008360	Dof	AT1G07640.3	1e-160	Dof family protein
Bo5g008590	LBD	AT2G28500.1	1e-101	LOB domain-containing protein 11
Bo5g009380	NF-YC	AT1G08970.3	1e-136	nuclear factor Y, subunit C9
Bo5g027510	bZIP	AT1G19490.1	0.0	bZIP family protein
Bo5g038570	bHLH	AT1G22490.1	1e-164	bHLH family protein
Bo5g048660	bZIP	AT1G32150.1	0.0	basic region/leucine zipper transcription factor 68
Bo5g048860	NAC	AT5G08790.1	5e-17	NAC family protein
Bo5g122830	bZIP	AT3G17609.2	1e-78	HY5-homolog
Bo5g136850	Trihelix	AT3G11100.1	1e-116	sequence-specific DNA binding transcription factors
Bo5g141470	FAR1	AT3G07500.1	1e-109	FAR1 family protein
Bo5g144750	bHLH	AT3G06120.1	1e-125	bHLH family protein
Bo6g022330	GRAS	AT1G50600.1	0.0	scarecrow-like 5
Bo6g033010	Trihelix	AT1G54060.1	1e-111	6B-interacting protein 1-like 1
Bo6g034690	WRKY	AT1G55600.1	3e-67	WRKY DNA-binding protein 10
Bo6g050870	Trihelix	AT1G54060.1	1e-139	6B-interacting protein 1-like 1
Bo6g064260	NAC	AT5G39820.1	0.0	NAC domain containing protein 94
Bo6g076470	FAR1	AT3G59470.2	1e-156	FAR1 family protein
Bo6g080740	WRKY	AT1G80840.1	0.0	WRKY DNA-binding protein 40
Bo6g080930	NAC	AT1G79580.1	0.0	NAC family protein
Bo6g086900	ZF-HD	AT1G74660.1	8e-50	mini zinc finger 1
Bo6g107240	TCP	AT1G68800.1	1e-126	TCP domain protein 12
Bo6g119080	NAC	AT4G01540.2	4e-62	NAC with transmembrane motif1
Bo6g119680	SRS	AT1G75520.1	0.0	SHI-related sequence 5
Bo6g120460	NAC	AT1G76420.1	0.0	NAC family protein
Bo6g120690	SBP	AT1G76580.1	0.0	SBP family protein
Bo6g120880	Trihelix	AT1G76890.2	0.0	Trihelix family protein
Bo7g003890	bHLH	AT2G20180.2	0.0	phytochrome interacting factor 3-like 5
Bo7g011520	bZIP	AT2G18160.1	5e-95	basic leucine-zipper 2
Bo7g016210	bHLH	AT2G16910.1	0.0	bHLH family protein
Bo7g033000	HSF	AT3G24520.1	1e-153	heat shock transcription factor C1
Bo7g041000	LBD	AT1G31320.1	1e-107	LOB domain-containing protein 4
Bo7g062240	SRS	AT1G19790.1	1e-169	SHI-related sequence 7
Bo7g063630	LBD	AT5G67420.1	1e-146	LOB domain-containing protein 37
Bo7g063640	GRAS	AT3G49950.1	0.0	GRAS family protein
Bo7g065040	SRS	AT5G66350.1	1e-176	Lateral root primordium (LRP) protein-related
Bo7g065640	bHLH	AT5G43650.1	1e-96	bHLH family protein
Bo7g081980	bHLH	AT3G25710.1	0.0	basic helix-loop-helix 32
Bo7g084120	TCP	AT3G27010.1	1e-142	TCP family protein
Bo7g085860	LBD	AT3G27650.1	3e-87	LOB domain-containing protein 25
Bo7g099150	LBD	AT3G49940.1	1e-129	LOB domain-containing protein 38
Bo7g099320	Dof	AT3G50410.1	1e-108	OBF binding protein 1
Bo7g100580	GATA	AT3G50870.1	1e-142	GATA family protein
Bo7g106330	BES1	AT4G18890.1	1e-170	BES1/BZR1 homolog 3
Bo7g107270	Dof	AT4G21050.1	4e-32	Dof-type zinc finger domain-containing protein
Bo7g107280	Dof	AT4G21050.1	2e-71	Dof-type zinc finger domain-containing protein
Bo7g108100	LBD	AT5G35900.1	2e-40	LOB domain-containing protein 35
Bo7g108110	LBD	AT5G35900.1	3e-45	LOB domain-containing protein 35
Bo7g108130	LBD	AT5G35900.1	1e-23	LOB domain-containing protein 35
Bo7g108870	WRKY	AT4G23550.1	0.0	WRKY family protein
Bo7g110280	bHLH	AT4G25400.1	2e-82	bHLH family protein
Bo7g113180	NAC	AT4G28530.1	0.0	NAC domain containing protein 74
Bo7g115410	WRKY	AT4G31800.1	1e-158	WRKY DNA-binding protein 18
Bo7g116990	GATA	AT4G34680.2	1e-140	GATA transcription factor 3
Bo7g117760	bHLH	AT4G36060.2	4e-89	bHLH family protein
Bo7g117820	NAC	AT4G36160.1	0.0	NAC domain containing protein 76
Bo7g118160	BES1	AT4G36780.1	2e-90	BES1/BZR1 homolog 2
Bo7g118580	LBD	AT4G37540.1	1e-122	LOB domain-containing protein 39
Bo7g119810	Nin-like	AT4G38340.1	0.0	Nin-like family protein
Bo8g028850	bHLH	AT1G32640.1	0.0	bHLH family protein
Bo8g029040	HSF	AT1G32330.1	1e-172	heat shock transcription factor A1D
Bo8g046100	Trihelix	AT2G44730.1	3e-27	Trihelix family protein
Bo8g058100	NF-YC	AT1G08970.3	1e-103	nuclear factor Y, subunit C9
Bo8g059100	bHLH	AT1G10120.1	1e-179	bHLH family protein
Bo8g065080	bHLH	AT1G12860.1	0.0	bHLH family protein
Bo8g068090	Nin-like	AT1G18790.1	6e-97	RWP-RK domain-containing protein
Bo8g068490	BES1	AT1G19350.3	1e-178	BES1 family protein
Bo8g070310	Nin-like	AT1G20640.2	0.0	Nin-like family protein
Bo8g077840	NAC	AT3G49530.1	0.0	NAC domain containing protein 62
Bo8g079020	bZIP	AT3G49760.1	4e-70	basic leucine-zipper 5
Bo8g079200	LBD	AT3G49940.1	1e-129	LOB domain-containing protein 38
Bo8g090950	NAC	AT3G56520.1	2e-47	NAC family protein
Bo8g091160	bZIP	AT3G56850.1	1e-174	ABA-responsive element binding protein 3
Bo8g091350	bHLH	AT3G56970.1	1e-114	bHLH family protein
Bo8g092560	LBD	AT3G58190.1	1e-137	lateral organ boundaries-domain 29
Bo8g095280	GATA	AT3G60530.1	1e-118	GATA transcription factor 4
Bo8g097430	NAC	AT3G61910.1	1e-149	NAC domain protein 66
Bo8g097630	bHLH	AT3G62090.2	1e-153	phytochrome interacting factor 3-like 2
Bo8g097830	bZIP	AT3G62420.1	2e-91	basic region/leucine zipper motif 53
Bo8g102430	bHLH	AT4G29100.1	1e-59	bHLH family protein
Bo8g103030	WRKY	AT1G18860.1	0.0	WRKY DNA-binding protein 61
Bo8g105450	LBD	AT1G16530.1	1e-100	ASYMMETRIC LEAVES 2-like 9
Bo8g106640	BBR-BPC	AT1G14685.1	1e-163	basic pentacysteine 2
Bo8g109420	bHLH	AT1G10585.1	4e-88	bHLH family protein
Bo9g008670	bHLH	AT3G28857.1	2e-54	bHLH family protein
Bo9g009240	GRAS	AT5G48150.1	1e-65	GRAS family protein
Bo9g009260	GRAS	AT5G48150.1	0.0	GRAS family protein
Bo9g014350	bZIP	AT5G60830.1	7e-85	basic leucine-zipper 70
Bo9g014360	Dof	AT5G60850.1	1e-115	OBF binding protein 4
Bo9g018800	Dof	AT5G65590.1	1e-146	Dof family protein
Bo9g059010	WRKY	AT5G43290.1	1e-118	WRKY DNA-binding protein 49
Bo9g075700	bZIP	AT2G04038.1	1e-70	basic leucine-zipper 48
Bo9g120770	GRAS	AT4G08250.1	0.0	GRAS family protein
Bo9g135840	NAC	AT2G02450.1	4e-18	NAC domain containing protein 35
Bo9g166250	NAC	AT5G14000.1	1e-117	NAC domain containing protein 84
Bo9g174170	NAC	AT5G08790.1	0.0	NAC family protein
Bo9g174770	bHLH	AT5G08130.2	0.0	bHLH family protein
Bo2g161810	ARF	AT5G62000.3	0.0	auxin response factor 2
Bo9g076090	ARF	AT1G35540.1	1e-154	auxin response factor 14
Bo00285s530	B3	AT3G26790.1	1e-171	B3 family protein
Bo1g016360	B3	AT3G06160.1	2e-86	B3 family protein
Bo3g025330	B3	AT4G00260.1	1e-109	B3 family protein
Bo3g063920	B3	AT4G31680.1	2e-63	B3 family protein
Bo3g063950	B3	AT2G24700.1	3e-90	B3 family protein
Bo3g064320	B3	AT3G11580.1	1e-126	B3 family protein
Bo4g154850	B3	AT4G00260.1	1e-174	B3 family protein
Bo5g022070	B3	AT1G16640.1	2e-57	B3 family protein
Bo7g065440	B3	AT2G24700.1	3e-27	B3 family protein
Bo7g083910	B3	AT3G26790.1	1e-152	B3 family protein
Bo7g115560	B3	AT4G32010.1	0.0	HSI2-like 1
Bo8g099620	B3	AT2G24680.1	1e-128	B3 family protein
Bo8g099630	B3	AT2G24650.1	1e-156	DNA binding;DNA binding;sequence-specific DNA binding transcription factors
Bo1g003450	AP2	AT4G37750.1	0.0	AP2 family protein
Bo8g083590	AP2	AT3G54320.3	0.0	AP2 family protein
Bo4g013420	AP2	AT2G41710.1	0.0	AP2 family protein
Bo1g002840	ERF	AT4G39780.1	1e-160	ERF family protein
Bo2g008570	ERF	AT5G07310.1	1e-120	ERF family protein
Bo3g009410	ERF	AT5G13910.1	1e-97	ERF family protein
Bo3g022760	ERF	AT5G53290.1	1e-137	cytokinin response factor 3
Bo3g100470	ERF	AT5G65130.1	4e-69	ERF family protein
Bo3g109240	ERF	AT5G61890.1	1e-98	ERF family protein
Bo4g027470	ERF	AT2G38340.1	1e-91	ERF family protein
Bo4g190040	ERF	AT2G40340.1	1e-109	ERF family protein
Bo5g016750	ERF	AT1G12610.1	1e-116	ERF family protein
Bo6g077080	ERF	AT3G60490.1	2e-97	ERF family protein
Bo6g077880	ERF	AT3G61630.1	3e-97	cytokinin response factor 6
Bo6g094430	ERF	AT1G71130.1	1e-87	ERF family protein
Bo6g119660	ERF	AT1G75490.1	1e-114	ERF family protein
Bo7g050300	ERF	AT1G24590.1	1e-166	DORNROSCHEN-like
Bo7g059990	ERF	AT1G21910.1	6e-92	ERF family protein
Bo7g109100	ERF	AT4G23750.1	1e-144	cytokinin response factor 2
Bo7g111070	ERF	AT5G67010.1	2e-61	ERF family protein
Bo7g111100	ERF	AT2G20350.1	1e-58	ERF family protein
Bo7g111110	ERF	AT5G67010.1	3e-62	ERF family protein
Bo7g111910	ERF	AT4G28140.1	1e-124	ERF family protein
Bo8g108050	ERF	AT1G12610.1	1e-113	ERF family protein
Bo9g011440	ERF	AT5G25190.1	1e-100	ERF family protein
Bo9g030900	ERF	AT1G64380.1	1e-142	ERF family protein
Bo9g036590	ERF	AT1G12630.1	1e-55	ERF family protein
Bo9g111050	ERF	AT5G53290.1	1e-153	cytokinin response factor 3
Bo9g171490	ERF	AT5G11190.1	1e-109	ERF family protein
Bo6g081560	DBB	AT1G78600.1	1e-159	light-regulated zinc finger protein 1
Bo2g149810	CO-like	AT5G48250.1	0.0	B-box type zinc finger protein with CCT domain
Bo3g143010	CO-like	AT1G28050.1	0.0	B-box type zinc finger protein with CCT domain
Bo7g089140	CO-like	AT5G48250.1	0.0	B-box type zinc finger protein with CCT domain
Bo7g096320	CO-like	AT5G24930.1	0.0	CONSTANS-like 4
Bo5g123620	ARR-B	AT3G16857.2	0.0	response regulator 1
Bo6g098710	ARR-B	AT1G67710.1	0.0	response regulator 11
Bo1g017770	G2-like	AT4G17695.1	1e-165	G2-like family protein
Bo2g013140	G2-like	AT5G16560.1	0.0	G2-like family protein
Bo2g064200	G2-like	AT1G69580.1	1e-170	G2-like family protein
Bo2g095280	G2-like	AT1G79430.2	0.0	G2-like family protein
Bo2g104640	G2-like	AT4G04580.1	2e-35	G2-like family protein
Bo3g064120	G2-like	AT4G04580.1	2e-40	G2-like family protein
Bo7g081380	G2-like	AT2G03500.1	0.0	G2-like family protein
Bo1g007520	MIKC_MADS	AT3G57230.1	1e-147	AGAMOUS-like 16
Bo1g039080	MIKC_MADS	AT4G24540.1	1e-136	AGAMOUS-like 24
Bo2g149440	MIKC_MADS	AT3G30260.1	1e-123	AGAMOUS-like 79
Bo2g161210	MIKC_MADS	AT5G60910.1	1e-167	AGAMOUS-like 8
Bo4g108190	MIKC_MADS	AT3G58780.1	1e-172	MIKC_MADS family protein
Bo4g111230	MIKC_MADS	AT3G57390.1	1e-132	AGAMOUS-like 18
Bo7g116760	MIKC_MADS	AT3G57230.1	1e-145	AGAMOUS-like 16
Bo8g083600	MIKC_MADS	AT3G54340.1	1e-169	MIKC_MADS family protein
Bo8g101000	MIKC_MADS	AT2G22540.1	1e-161	MIKC_MADS family protein
Bo9g163790	MIKC_MADS	AT5G15800.1	1e-159	MIKC_MADS family protein
Bo9g166450	MIKC_MADS	AT5G13790.1	1e-130	AGAMOUS-like 15
Bo9g173370	MIKC_MADS	AT5G10140.1	3e-96	MIKC_MADS family protein
Bo3g060720	M-type_MADS	AT3G66656.1	4e-77	AGAMOUS-like 91
Bo4g139620	M-type_MADS	AT5G41200.1	1e-63	AGAMOUS-like 75
Bo7g095120	M-type_MADS	AT1G31630.1	2e-52	AGAMOUS-like 86
Bo7g110310	M-type_MADS	AT5G51860.2	1e-35	MIKC_MADS family protein
Bo8g068060	M-type_MADS	AT1G18750.1	0.0	AGAMOUS-like 65
Bo9g043470	M-type_MADS	AT1G60920.1	1e-78	AGAMOUS-like 55
Bo3g042310	GRF	AT2G22840.1	0.0	growth-regulating factor 1
Bo7g012820	WOX	AT2G17950.1	1e-133	WOX family protein
Bo5g148780	WOX	AT3G03660.1	1e-153	WUSCHEL related homeobox 11
Bo7g116960	TALE	AT4G34610.2	0.0	BEL1-like homeodomain 6
Bo8g069720	TALE	AT1G19700.2	0.0	BEL1-like homeodomain 10
Bo9g184860	TALE	AT5G02030.1	0.0	TALE family protein
Bo7g115960	TALE	AT4G32980.1	0.0	homeobox gene 1
Bo7g077560	HD-ZIP	AT5G47370.1	1e-180	Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein
Bo3g002560	HD-ZIP	AT5G03790.1	1e-129	homeobox 51
Bo3g087040	HD-ZIP	AT5G15150.1	1e-46	homeobox 3
Bo3g003970	HD-ZIP	AT5G06710.1	1e-106	homeobox from Arabidopsis thaliana
Bo6g079990	HD-ZIP	AT1G79840.1	0.0	HD-ZIP family protein
Bo6g077480	HD-ZIP	AT3G61150.1	0.0	homeodomain GLABROUS 1
Bo2g013570	HD-ZIP	AT5G17320.1	0.0	homeodomain GLABROUS 9
Bo1g006290	C2H2	AT4G35700.1	8e-79	C2H2 family protein
Bo1g006320	C2H2	AT4G35610.1	2e-64	C2H2 family protein
Bo1g065210	C2H2	AT3G45260.1	0.0	C2H2-like zinc finger protein
Bo1g102390	C2H2	AT3G23130.1	1e-103	C2H2 family protein
Bo1g145040	C3H	AT3G08505.1	0.0	C3H family protein
Bo1g155120	C3H	AT3G02830.1	0.0	zinc finger protein 1
Bo2g007380	C3H	AT5G06770.1	1e-76	C3H family protein
Bo2g010960	C3H	AT5G12850.1	0.0	CCCH-type zinc finger protein with ARM repeat domain
Bo2g024530	C2H2	AT5G22890.1	0.0	C2H2 family protein
Bo2g120870	C2H2	AT5G44160.1	8e-61	C2H2-like zinc finger protein
Bo2g155500	C2H2	AT5G27880.1	1e-114	C2H2 family protein
Bo3g002370	C2H2	AT5G03510.1	1e-145	C2H2 family protein
Bo3g017740	C2H2	AT5G59820.1	7e-97	C2H2 family protein
Bo3g021160	C2H2	AT5G56200.1	1e-122	C2H2 family protein
Bo3g062110	C2H2	AT3G53820.1	8e-18	C2H2 family protein
Bo3g065750	C2H2	AT3G13810.1	0.0	indeterminate(ID)-domain 11
Bo3g137110	C2H2	AT1G26610.1	0.0	C2H2-like zinc finger protein
Bo3g184730	C2H2	AT1G55110.1	0.0	indeterminate(ID)-domain 7
Bo4g025470	C3H	AT2G40140.2	0.0	C3H family protein
Bo4g038870	C3H	AT2G35430.1	1e-102	C3H family protein
Bo4g140020	C3H	AT5G40880.1	0.0	C3H family protein
Bo4g165160	C2H2	AT2G28200.1	1e-150	C2H2 family protein
Bo5g042740	C2H2	AT1G26590.1	2e-79	C2H2-like zinc finger protein
Bo5g043540	C2H2	AT1G25250.1	0.0	indeterminate(ID)-domain 16
Bo5g132030	C2H2	AT3G13810.1	0.0	indeterminate(ID)-domain 11
Bo7g080180	C2H2	AT2G02070.1	0.0	indeterminate(ID)-domain 5
Bo7g080200	C2H2	AT2G02080.1	0.0	indeterminate(ID)-domain 4
Bo7g113610	C3H	AT4G29190.1	0.0	C3H family protein
Bo8g083160	C2H2	AT3G53820.1	5e-77	C2H2 family protein
Bo8g095300	C2H2	AT3G60580.1	1e-132	C2H2-like zinc finger protein
Bo8g102420	C3H	AT2G20280.1	0.0	C3H family protein
Bo8g115550	C2H2	AT1G04445.1	4e-39	C2H2-like zinc finger protein
Bo8g115560	C2H2	AT1G04445.1	1e-33	C2H2-like zinc finger protein
Bo9g166240	C2H2	AT5G14010.1	4e-39	C2H2 family protein
Bo9g181170	C2H2	AT5G04340.1	1e-105	zinc finger of Arabidopsis thaliana 6
Bo1g004900	MYB	AT4G37260.1	0.0	myb domain protein 73
Bo1g021720	MYB	AT1G09770.1	1e-125	cell division cycle 5
Bo1g098860	MYB	AT3G24310.1	1e-135	myb domain protein 305
Bo1g102190	MYB	AT3G23250.1	1e-165	myb domain protein 15
Bo1g141040	MYB	AT3G11440.1	0.0	myb domain protein 65
Bo2g010970	MYB	AT5G12870.1	1e-158	myb domain protein 46
Bo2g012170	MYB	AT5G14750.1	1e-133	myb domain protein 66
Bo2g013970	MYB	AT5G17800.1	1e-171	myb domain protein 56
Bo2g151810	MYB	AT5G49620.1	1e-148	myb domain protein 78
Bo2g156300	MYB	AT5G26660.1	0.0	myb domain protein 86
Bo2g160810	MYB	AT5G23650.1	1e-107	Homeodomain-like transcriptional regulator
Bo3g002960	MYB	AT5G04760.1	1e-132	MYB family protein
Bo3g004970	MYB	AT5G08520.1	1e-179	MYB family protein
Bo3g044210	MYB	AT4G09460.1	1e-133	myb domain protein 6
Bo3g065150	MYB	AT3G12820.1	1e-115	myb domain protein 10
Bo3g153550	MYB	AT4G37260.1	1e-172	myb domain protein 73
Bo4g046000	MYB	AT2G32460.1	0.0	myb domain protein 101
Bo4g140210	MYB	AT5G40360.1	2e-56	myb domain protein 115
Bo4g140220	MYB	AT2G25230.1	4e-57	myb domain protein 100
Bo4g186460	MYB	AT2G36890.1	1e-132	MYB family protein
Bo6g081140	MYB	AT1G79180.1	1e-134	myb domain protein 63
Bo6g086910	MYB	AT1G74650.1	1e-169	myb domain protein 31
Bo6g118860	MYB	AT1G74650.1	1e-176	myb domain protein 31
Bo7g063830	MYB	AT5G67300.1	1e-174	myb domain protein r1
Bo7g087050	MYB	AT3G28910.1	0.0	myb domain protein 30
Bo7g095130	MYB	AT5G26660.1	0.0	myb domain protein 86
Bo7g111870	MYB	AT4G28110.1	1e-152	myb domain protein 41
Bo7g115810	MYB	AT4G32730.2	0.0	Homeodomain-like protein
Bo7g116160	MYB	AT4G33450.1	4e-95	myb domain protein 69
Bo8g082570	MYB	AT3G53200.1	1e-141	myb domain protein 27
Bo8g090160	MYB	AT3G55730.1	0.0	myb domain protein 109
Bo9g010860	MYB	AT5G26660.1	0.0	myb domain protein 86
Bo9g172290	MYB	AT5G10280.1	0.0	myb domain protein 92
Bo9g184660	MYB	AT5G02320.2	0.0	myb domain protein 3r-5
Bo00877s020	MYB_related	AT2G47460.1	1e-105	myb domain protein 12
Bo1g002450	MYB_related	AT4G39250.1	1e-53	RAD-like 1
Bo2g013560	MYB_related	AT5G17300.1	0.0	MYB_related family protein
Bo2g149430	MYB_related	AT3G30210.1	5e-23	myb domain protein 121
Bo3g002160	MYB_related	AT1G17520.1	5e-06	MYB_related family protein
Bo3g012470	MYB_related	AT5G17300.1	0.0	MYB_related family protein
Bo5g137250	MYB_related	AT4G09450.1	2e-47	MYB_related family protein
Bo6g057640	MYB_related	AT5G37260.1	1e-153	MYB_related family protein
Bo7g105100	MYB_related	AT5G47390.1	1e-156	MYB_related family protein
Bo8g067280	MYB_related	AT1G17520.1	1e-131	MYB_related family protein
Bo8g094870	MYB_related	AT3G60110.1	0.0	DNA-binding bromodomain-containing protein
Bo3g138550	RAV	AT1G25560.1	0.0	RAV family protein
Bo6g022450	RAV	AT1G50680.1	1e-157	RAV family protein
Bo00629s16056121:-1	SBP	AT5G18830.1	0.0	squamosa promoter binding protein-like 7
Bo00847s050	GATA	AT5G49300.1	5e-67	GATA transcription factor 16
Bo00967s020	HSF	AT5G16820.2	0.0	heat shock factor 3
Bo01118s010	GRAS	AT1G07530.1	0.0	SCARECROW-like 14
Bo02412s010	YABBY	AT1G23420.1	2e-71	YABBY family protein
Bo1g014720	bHLH	AT4G29930.1	1e-154	bHLH family protein
Bo1g072490	LBD	AT3G47870.1	1e-125	LOB domain-containing protein 27
Bo1g084780	Dof	AT3G50410.1	1e-111	OBF binding protein 1
Bo1g084820	LBD	AT3G50510.1	1e-59	LOB domain-containing protein 28
Bo1g099910	FAR1	AT3G07500.1	3e-08	FAR1 family protein
Bo1g103760	HSF	AT3G22830.1	0.0	heat shock transcription factor A6B
Bo1g117490	TCP	AT3G18550.1	0.0	TCP family protein
Bo1g118840	bHLH	AT1G51070.1	1e-145	bHLH family protein
Bo1g124900	NF-YB	AT4G14540.1	7e-89	nuclear factor Y, subunit B3
Bo1g150420	NF-YA	AT3G05690.1	1e-160	nuclear factor Y, subunit A2
Bo1g153580	LBD	AT3G03760.1	1e-148	LOB domain-containing protein 20
Bo1g154830	NAC	AT3G03200.1	0.0	NAC domain containing protein 45
Bo2g001280	Trihelix	AT5G01380.1	1e-137	Trihelix family protein
Bo2g001330	bHLH	AT5G01310.1	3e-66	APRATAXIN-like
Bo2g004050	E2F/DP	AT5G03415.1	1e-169	Transcription factor DP
Bo2g027010	NAC	AT5G18300.1	2e-14	NAC domain containing protein 88
Bo2g027170	NAC	AT5G18300.1	1e-12	NAC domain containing protein 88
Bo2g062450	bHLH	AT1G68920.3	0.0	bHLH family protein
Bo2g091010	SBP	AT1G76580.1	0.0	SBP family protein
Bo2g100260	FAR1	AT2G32250.2	0.0	FAR1-related sequence 2
Bo3g048600	WRKY	AT4G04450.1	0.0	WRKY family protein
Bo3g058510	WRKY	AT3G04670.1	1e-170	WRKY DNA-binding protein 39
Bo3g071560	TCP	AT3G18550.1	1e-140	TCP family protein
Bo3g073080	bZIP	AT3G19290.1	1e-177	ABRE binding factor 4
Bo3g078490	Dof	AT3G21270.1	6e-90	DOF zinc finger protein 2
Bo3g085560	WRKY	AT2G04880.2	0.0	zinc-dependent activator protein-1
Bo3g097890	bHLH	AT5G65640.1	0.0	beta HLH protein 93
Bo3g103450	Trihelix	AT5G63420.1	0.0	Trihelix family protein
Bo3g114950	bHLH	AT3G47640.2	1e-129	bHLH family protein
Bo3g122200	NAC	AT3G44350.2	1e-146	NAC domain containing protein 61
Bo3g135830	bHLH	AT3G47710.1	4e-53	BANQUO 3
Bo3g147760	TCP	AT1G30210.2	1e-129	TCP family protein
Bo3g149650	BBR-BPC	AT4G38910.2	1e-102	basic pentacysteine 5
Bo3g157390	BES1	AT4G18890.1	5e-77	BES1/BZR1 homolog 3
Bo3g165850	WRKY	AT4G23550.1	0.0	WRKY family protein
Bo4g005730	SBP	AT2G47070.1	0.0	squamosa promoter binding protein-like 1
Bo4g012940	bZIP	AT2G41070.3	1e-140	bZIP family protein
Bo4g015960	bZIP	AT2G42380.2	1e-150	bZIP family protein
Bo4g076790	GRAS	AT2G01570.1	3e-39	GRAS family protein
Bo4g112590	bHLH	AT3G56970.1	1e-117	bHLH family protein
